search_in,fit_to,H1,H2,H3,INFO,INFO_HTML,OUTPUT,OUTPUT_2,SHOW_FROM,SHOW_TO
OUTAGE_EVENT_WWL_F_LI_2022-01-01_OUTLI_Q1_,OUT%WWL_F,PROPER,EVENTS OUTAGE,LI_WWL_F,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    LI WWL_F</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-01-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Messungen, Versuche und Prüfungen::E0 - Versuche/Funktionsproben/Funktionprüfung</TD><TD>                         264 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-01-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>               264 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-01-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::P_VP-Korrekture</TD><TD>-                       744 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-01-01</TD><TD>ENTFALLEN</TD><TD>K - Jahresstillstandsprogramm::B7 - Revision::KWSB Anpassunge</TD><TD>-             150,607 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-01-01</TD><TD>ENTFALLEN</TD><TD>4:  Stillstand::C - Geordnete Abfahrt innerhalb von 12 Stunden::A1 - Störung ohne Schaden::Außerbetriebnah</TD><TD>-               87,983 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-01-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-     239,334 </TD></TR>
 </TABLE> ",LI_WWL_F,2022-01-01,,
OUTAGE_EVENT_WWL_F_LI_2022-02-01_OUTLI_Q1_,OUT%WWL_F,PROPER,EVENTS OUTAGE,LI_WWL_F,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    LI WWL_F</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-02-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Sonstige Maßnahmen::A1 - Störung ohne Schaden</TD><TD>                     7,686 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-02-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Sonstige Maßnahmen::A2 - Schaden</TD><TD>                   15,496 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-02-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reserve::D1 - Bereitschaft</TD><TD>                   10,243 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-02-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Dampferzeuger::A2 - Schaden</TD><TD>                            37 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-02-01</TD><TD>ACTIVE</TD><TD>4:  Stillstand::Reparatur / Störung Turbosatz::A2 - Schaden</TD><TD>                     3,337 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-02-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Turbosatz::A2 - Schaden</TD><TD>                      1,048 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-02-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Bekohlung/Entaschung::A1 - Störung ohne Schaden</TD><TD>                         250 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-02-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Sonstiges::A1 - Störung ohne Schaden</TD><TD>                          217 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-02-01</TD><TD>ACTIVE</TD><TD>4:  Stillstand::Reparatur / Störung Sonstiges::A1 - Störung ohne Schaden</TD><TD>                  22,929 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-02-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Messungen, Versuche und Prüfungen::E0 - Versuche/Funktionsproben/Funktionprüfung</TD><TD>                               4 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-02-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Kommerzielle Kaltreserve::D22 - Konservierung der Anlage</TD><TD>                     2,907 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-02-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>          64,155 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-02-01</TD><TD>ENTFALLEN</TD><TD>D22 - Konservierung der Anlage</TD><TD>-                  2,705 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-02-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::P_VP-Korrekture</TD><TD>-                       672 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-02-01</TD><TD>ENTFALLEN</TD><TD>Reparatur HD- R</TD><TD>-                  8,583 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-02-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-        11,960 </TD></TR>
 </TABLE> ",LI_WWL_F,2022-02-01,,
OUTAGE_EVENT_WWL_F_LI_2022-03-01_OUTLI_Q1_,OUT%WWL_F,PROPER,EVENTS OUTAGE,LI_WWL_F,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    LI WWL_F</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-03-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Dampferzeuger::A2 - Schaden</TD><TD>                   10,654 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-03-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Sonstiges::A1 - Störung ohne Schaden</TD><TD>                         462 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-03-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Brennstoffqualität::K0 - Brennstoffbedingte Minderleistung</TD><TD>                            23 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-03-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>           11,139 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-03-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::P_VP-Korrekture</TD><TD>-                       744 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-03-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-             744 </TD></TR>
 </TABLE> ",LI_WWL_F,2022-03-01,,
OUTAGE_EVENT_WWL_F_LI_2022-04-01_OUTLI_Q2_,OUT%WWL_F,PROPER,EVENTS OUTAGE,LI_WWL_F,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    LI WWL_F</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-04-01</TD><TD>ACTIVE</TD><TD>4:  Stillstand::Zwischenstillstand::B7 - Revision</TD><TD>                   111,186 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-04-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Zwischenstillstand::A1 - Störung ohne Schaden</TD><TD>                       2,311 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-04-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>        113,497 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-04-01</TD><TD>ENTFALLEN</TD><TD>D22 - Konservierung der Anlage</TD><TD>-                  6,828 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-04-01</TD><TD>ENTFALLEN</TD><TD>4:  Stillstand</TD><TD>-                 12,621 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-04-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::P_VP-Korrekture</TD><TD>-                       720 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-04-01</TD><TD>ENTFALLEN</TD><TD>K - Jahresstillstandsprogramm::B7 - Revision::KWSB Anpassunge</TD><TD>-             132,660 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-04-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-     152,829 </TD></TR>
 </TABLE> ",LI_WWL_F,2022-04-01,,
OUTAGE_EVENT_WWL_F_LI_2022-05-01_OUTLI_Q2_,OUT%WWL_F,PROPER,EVENTS OUTAGE,LI_WWL_F,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    LI WWL_F</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-05-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Rauchgasreinigung::A1 - Störung ohne Schaden</TD><TD>                     2,443 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-05-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Messungen, Versuche und Prüfungen::E0 - Versuche/Funktionsproben/Funktionprüfung</TD><TD>                          183 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-05-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Kommerzielle Kaltreserve::D22 - Konservierung der Anlage</TD><TD>                    10,461 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-05-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>          13,087 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-05-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::P_VP-Korrekture</TD><TD>-                       744 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-05-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-             744 </TD></TR>
 </TABLE> ",LI_WWL_F,2022-05-01,,
OUTAGE_EVENT_WWL_F_LI_2022-06-01_OUTLI_Q2_,OUT%WWL_F,PROPER,EVENTS OUTAGE,LI_WWL_F,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    LI WWL_F</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-06-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Sonstige Maßnahmen::A1 - Störung ohne Schaden</TD><TD>                      8,196 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-06-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Brennstoffmangel::D21 - Brennstoff</TD><TD>                               7 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-06-01</TD><TD>ACTIVE</TD><TD>0: Eigenbedarf Bezug (keine ML Brutto)::Dampfabgabe / EB-Deckung KW-intern::D2 - Außeneinfluß ohne Schaden</TD><TD>                      1,262 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-06-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>           9,464 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-06-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::P_VP-Korrekture</TD><TD>-                       720 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-06-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung</TD><TD>-                          30 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-06-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::J - Mehr als 4 Wochen vorher festgelegt::E0 - Versuche/Funktionsproben/Funktionprüfung::Prüfung Verschl</TD><TD>-                       264 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-06-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-           1,014 </TD></TR>
 </TABLE> ",LI_WWL_F,2022-06-01,,
OUTAGE_EVENT_WWL_F_LI_2022-07-01_OUTLI_Q3_,OUT%WWL_F,PROPER,EVENTS OUTAGE,LI_WWL_F,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    LI WWL_F</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-07-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Dampferzeuger::A1 - Störung ohne Schaden</TD><TD>                   18,722 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-07-01</TD><TD>ACTIVE</TD><TD>0: Eigenbedarf Bezug (keine ML Brutto)::Dampfabgabe / EB-Deckung KW-intern::D2 - Außeneinfluß ohne Schaden</TD><TD>                     2,232 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-07-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>         20,954 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-07-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::P_VP-Korrekture</TD><TD>-                       744 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-07-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::J - Mehr als 4 Wochen vorher festgelegt::E0 - Versuche/Funktionsproben/Funktionprüfung::Prüfung Verschl</TD><TD>-                       264 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-07-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-          1,008 </TD></TR>
 </TABLE> ",LI_WWL_F,2022-07-01,,
OUTAGE_EVENT_WWL_F_LI_2022-08-01_OUTLI_Q3_,OUT%WWL_F,PROPER,EVENTS OUTAGE,LI_WWL_F,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    LI WWL_F</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-08-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Bekohlung/Entaschung::A1 - Störung ohne Schaden</TD><TD>                            29 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-08-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Einhaltung Anlagengrenzwerte::K0 - Brennstoffbedingte Minderleistung</TD><TD>                         204 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-08-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Messungen, Versuche und Prüfungen::E0 - Versuche/Funktionsproben/Funktionprüfung</TD><TD>                         446 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-08-01</TD><TD>ACTIVE</TD><TD>0: Eigenbedarf Bezug (keine ML Brutto)::Dampfabgabe / EB-Deckung KW-intern::D2 - Außeneinfluß ohne Schaden</TD><TD>                      2,214 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-08-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Brennstoffqualität::K0 - Brennstoffbedingte Minderleistung</TD><TD>                          147 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-08-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>            3,041 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-08-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::P_VP-Korrekture</TD><TD>-                       744 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-08-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::J - Mehr als 4 Wochen vorher festgelegt::E0 - Versuche/Funktionsproben/Funktionprüfung::Prüfung Verschl</TD><TD>-                       264 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-08-01</TD><TD>ENTFALLEN</TD><TD>Lastabwurfversu</TD><TD>-                  2,305 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-08-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::H - Mehr als 12 Stunden verschiebbar::E0 - Versuche/Funktionsproben/Funktionprüfung::Lastabschaltver</TD><TD>-                         161 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-08-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-         3,473 </TD></TR>
 </TABLE> ",LI_WWL_F,2022-08-01,,
OUTAGE_EVENT_WWL_F_LI_2022-09-01_OUTLI_Q3_,OUT%WWL_F,PROPER,EVENTS OUTAGE,LI_WWL_F,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    LI WWL_F</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-09-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Rauchgasreinigung::A2 - Schaden</TD><TD>                         850 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-09-01</TD><TD>ACTIVE</TD><TD>4:  Stillstand::Messungen, Versuche und Prüfungen::E0 - Versuche/Funktionsproben/Funktionprüfung</TD><TD>                      1,043 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-09-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>            1,893 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-09-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::P_VP-Korrekture</TD><TD>-                       720 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-09-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::J - Mehr als 4 Wochen vorher festgelegt::E0 - Versuche/Funktionsproben/Funktionprüfung::Prüfung Verschl</TD><TD>-                       264 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-09-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-             984 </TD></TR>
 </TABLE> ",LI_WWL_F,2022-09-01,,
OUTAGE_EVENT_WWL_F_LI_2022-10-01_OUTLI_Q4_,OUT%WWL_F,PROPER,EVENTS OUTAGE,LI_WWL_F,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    LI WWL_F</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-10-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Brennstoffmangel::D21 - Brennstoff</TD><TD>                             31 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-10-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Bekohlung/Entaschung::A2 - Schaden</TD><TD>                         293 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-10-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Einhaltung Anlagengrenzwerte::A1 - Störung ohne Schaden</TD><TD>                            46 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-10-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Brennstoffqualität::K0 - Brennstoffbedingte Minderleistung</TD><TD>                   59,517 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-10-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>         59,888 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-10-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::P_VP-Korrekture</TD><TD>-                       744 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-10-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::J - Mehr als 4 Wochen vorher festgelegt::E0 - Versuche/Funktionsproben/Funktionprüfung::Prüfung Verschl</TD><TD>-                       264 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-10-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-          1,008 </TD></TR>
 </TABLE> ",LI_WWL_F,2022-10-01,,
OUTAGE_EVENT_WWL_F_LI_2022-11-01_OUTLI_Q4_,OUT%WWL_F,PROPER,EVENTS OUTAGE,LI_WWL_F,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    LI WWL_F</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-11-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Sonstige Maßnahmen::A1 - Störung ohne Schaden</TD><TD>                            83 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-11-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Einhaltung Anlagengrenzwerte::A1 - Störung ohne Schaden</TD><TD>                          217 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-11-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Kommerzielle Kaltreserve::D22 - Konservierung der Anlage</TD><TD>                     6,805 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-11-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>            7,106 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-11-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::P_VP-Korrekture</TD><TD>-                       720 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-11-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::J - Mehr als 4 Wochen vorher festgelegt::E0 - Versuche/Funktionsproben/Funktionprüfung::Prüfung Verschl</TD><TD>-                       264 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-11-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::J - Mehr als 4 Wochen vorher festgelegt::E0 - Versuche/Funktionsproben/Funktionprüfung::Trigger Ereigni</TD><TD>-                       528 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-11-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-           1,512 </TD></TR>
 </TABLE> ",LI_WWL_F,2022-11-01,,
OUTAGE_EVENT_WWL_F_LI_2022-12-01_OUTLI_Q4_,OUT%WWL_F,PROPER,EVENTS OUTAGE,LI_WWL_F,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    LI WWL_F</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-12-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Rauchgasreinigung::A1 - Störung ohne Schaden</TD><TD>                      1,293 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-12-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Kommerzielle Kaltreserve::D22 - Konservierung der Anlage</TD><TD>                   23,210 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-12-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Wetterbedingte Minderleistung::D23 - Klima</TD><TD>                               6 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-12-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>         24,508 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-12-01</TD><TD>ENTFALLEN</TD><TD></TD><TD>-                             0 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-12-01</TD><TD>ENTFALLEN</TD><TD>D1 - Bereitschaft</TD><TD>-                  4,800 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-12-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::P_VP-Korrekture</TD><TD>-                       744 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-12-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::J - Mehr als 4 Wochen vorher festgelegt::E0 - Versuche/Funktionsproben/Funktionprüfung::Prüfung Verschl</TD><TD>-                       264 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-12-01</TD><TD>ENTFALLEN</TD><TD>2: Minderleistung::J - Mehr als 4 Wochen vorher festgelegt::E0 - Versuche/Funktionsproben/Funktionprüfung::Trigger Ereigni</TD><TD>-                       744 </TD></TR>
<TR><TD>LI</TD><TD>WWL_F</TD><TD>2022-12-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-         6,552 </TD></TR>
 </TABLE> ",LI_WWL_F,2022-12-01,,
